poet_id,nom_canonique,nom_famille,nom_variantes,holdouts,anth_Buk_Vang_1972,streets_inside_1978,poetry_loves_poetry_1985,invocation_LA_1989,grand_passion_1995,stand_up_1990,stand_up_2002,leimert_park_2006,wide_awake_2015,cross_strokes_2015,coiled_serpent_2016,leimert_park_redux_2017,workshop_beyond_baroque_2018,lapl_list,laureat,mohr_blog_absents
532,Judith Terzi,Terzi,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
533,Edmund Teske,Teske,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
534,Tezozomoc,Tezozomoc,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
535,Tanya S. Thamkruphat,Thamkruphat,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
536,John Thomas,Thomas,,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,,1
537,Lynne Thompson,Thompson,,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,Los Angeles,0
538,Daniel Tiffany,Tiffany,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
539,Matthew Timmons,Timmons,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
540,Imani Tolliver,Tolliver,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0
541,A.K. Toney,Toney,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0
542,Mary Torregrossa,Torregrossa,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0
543,Michael Torres,Torres,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
544,Alison Townsend,Townsend,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0
545,Paul Trachtenberg,Trachtenberg,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0
546,Gene Trembleau,Trembleau,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
547,David Trinidad,Trinidad,,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,,1
548,Alexander Trocchi,Trocchi,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
549,Quincy Troupe,Troupe,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0
550,Tu'Nook,Tu'Nook,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
551,Wyatt Underwood,Underwood,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
552,Mitchell Untch,Untch,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
553,Anna Urena,Urena,Anna Ureña,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
554,Amy Uyematsu,Uyematsu,,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,,0
555,Victor Valle,Valle,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0
556,Gloria Vando,Vando,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,0
557,Paul Vangelisti,Vangelisti,,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,,0
558,Debra A. Varnado,Varnado,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0
559,Cherry Jean Vasconcellos,Vasconcellos,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0
560,Rolland Vasin,Vasin,Vachine,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0
561,Gustavo Adolfo Guerra Vasquez,Vasquez,GusTavo Adolfo Guerra Vásquez,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
562,Yvonne de la Vega,Vega,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
563,Sharon Venezio,Venezio,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
564,Michael Ventura,Ventura,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
565,Vickie Vertiz,Vertiz,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
566,Jennifer Lisa Vest,Vest,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
567,Estela Victoria-Cordero,Victoria-Cordero,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
568,Raul Homero Villa,Villa,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
569,Antonieta Villamil,Villamil,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,,0
570,Celia Viramontes,Viramontes,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
571,Marci Vogel,Vogel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
572,Arthur Vogelsang,Vogelsang,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
573,Fred Voss,Voss,,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,,1
574,Tom Waits,Waits,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
576,Melora Walters,Walters,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
577,Scott Wannberg,Wannberg,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1
578,Pam Ward,Ward,,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,,0
579,Marine Robert Warden,Warden,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1
580,Joanna Warwick,Warwick,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0
581,Charles Harper Webb,Webb,,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,,0
583,Florence Weinberger,Weinberger,,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,0
584,Mel Weisburg,Weisburg,Mel Weisburd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
585,Hilda Weiss,Weiss,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0
586,Benjamin Weissman,Weissman,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
587,Lawrence Weschler,Weschler,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
588,Jackson Wheeler,Wheeler,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
589,Saul White,White,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
590,Rex Wilder,Wilder,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,0
591,Conney D. Williams,Williams,,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,,0
592,Angelo Williams,Williams,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0
593,Bruce Williams,Williams,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,0
594,Michael Wilson,Wilson,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
595,Sammy Winston,Winston,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
596,Cecilia Woloch,Woloch,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,0
597,Sholeh Wolpe,Wolpe,Sholeh Wolpè,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,0
598,Terry Wolverton,Wolverton,,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,,0
599,Nancy Lynee Woo,Woo,Nancy Lynée Woo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
600,Elaine Woo,Woo,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
601,Gail Wronsky,Wronsky,,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,,0
602,Nina Yamamoto,Yamamoto,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0
603,Tina Yang,Yang,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
604,Brenda Yates,Yates,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
605,Peter Yates,Yates,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
606,Ricardo Means Ybarra,Ybarra,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Malibu,0
607,Stephen Yenser,Yenser,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,0
608,Sung Yol Yi,Yi,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
609,Kim Young,Young,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
610,Curtis Zahn,Zahn,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
611,Jaha Zainabu,Zainabu,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0
612,Mariano Zaro,Zaro,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,,0
613,Jake Zeitlin,Zeitlin,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
614,Rafael Zepeda,Zepeda,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,0
615,Al Zolynas,Zolynas,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0
616,Ed Smith,Smith,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1
617,Goldie the Poet,the Poet,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0
618,Aram Saroyan,Saroyan,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0
619,Jenuine Poetess,Poetess,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
620,A Kold Piece,Piece,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
621,Father Amde,Amde,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
622,October B.L.U.,B.L.U.,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
623,Charlotte Sista C Ferrell,Ferrell,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
624,Adolphus McDuffie Jr.,McDuffie,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
625,Susannah Foster,Foster,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
