annee,guest_editor,nom_poete,titre_poeme,revue,nom_famille
1996,Adrienne Rich,Gary Soto,Fair Trade,Prairie Schooner,Soto
1996,Adrienne Rich,Jean Starr,Flight,Callaloo,Starr
1996,Adrienne Rich,Deborah Stein,heat,Hanging Loose,Stein
1996,Adrienne Rich,Roberta Tejada,"""Honeycomb perfection of this form before me...""",Sulfur,Tejada
1996,Adrienne Rich,Chase Twichell,Aisle of Dogs,Iowa Review,Twichell
1996,Adrienne Rich,Luis Alberto Urrea,Ghost Sickness,Many Mountains Moving,Urrea
1996,Adrienne Rich,Jean Valentine,"Tell Me, What Is the Soul",The New Yorker,Valentine
1996,Adrienne Rich,Alma Luz Villanueva,Crazy Courage,Prairie Schooner,Villanueva
1996,Adrienne Rich,Karen Volkman,The Case,The Paris Review,Volkman
1996,Adrienne Rich,Diane Wakoski,The Butcher's Apron,Many Mountains Moving,Wakoski
1996,Adrienne Rich,Ron Welburn,Yellow Wolf Spirit,Callaloo,Welburn
1996,Adrienne Rich,Susan Wheeler,Run on a Warehouse,The Paris Review,Wheeler
1996,Adrienne Rich,Paul Wilis,Meeting Like This,Weber Studies,Wilis
1996,Adrienne Rich,Anne Winters,The Mill-Race,TriQuarterly,Winters
1996,Adrienne Rich,C. Dale Young,Vespers,The Southern Review,Young
1996,Adrienne Rich,Ray A. Young Bear,Our Bird Aegis,Callaloo,Bear
1997,James Tate,Ai,Back in the World,Quarterly West,Ai
1997,James Tate,Sherman Alexie,The Exaggeration of Despair,Urbanus,Alexie
1997,James Tate,Agha Shahid Ali,Return to Harmony 3,Verse,Ali
1997,James Tate,A. R. Ammons,"from ""Strip""",The Paris Review,Ammons
1997,James Tate,Nin Andrews,That Cold Summer,Ploughshares,Andrews
1997,James Tate,L. S. Asekoff,Rounding the Horn,American Poetry Review,Asekoff
1997,James Tate,John Ashbery,The Problem of Anxiety,Arshile,Ashbery
1997,James Tate,Marianne Boruch,Camouflage,Shenandoah,Boruch
1997,James Tate,Catherine Bowman,No Sorry,TriQuarterly,Bowman
1997,James Tate,Joseph Brodsky,Love Song,The New Republic,Brodsky
1997,James Tate,Stephanie Brown,Feminine Intuition,American Poetry Review,Brown
1997,James Tate,Joshua Clover,The Map Room,Iowa Review,Clover
1997,James Tate,Billy Collins,Lines Lost Among Trees,Poetry,Collins
1997,James Tate,Gillian Conoley,The Sky Drank In,American Letters & Commentary,Conoley
1997,James Tate,Jayne Cortez,The Heavy Headed Dance,Hanging Loose,Cortez
1997,James Tate,Robert Creeley,Won't It Be Fine?,Grand Street,Creeley
1997,James Tate,Carl Dennis,History,The New Republic,Dennis
1997,James Tate,William Dickey,The Death of John Berryman,Poetry,Dickey
1997,James Tate,Robert Dow,How Should I Say This?,The Massachusetts Review,Dow
1997,James Tate,Thomas Sayers Ellis,Atomic Bride,Ploughshares,Ellis
1997,James Tate,Irving Feldman,You Know What I'm Saying?,Poetry,Feldman
1997,James Tate,Herman Fong,Asylum,The Gettysburg Review,Fong
1997,James Tate,Dick Gallup,Backing into the Future,The World,Gallup
1997,James Tate,Martin Galvin,Introductions,Poetry,Galvin
1997,James Tate,Amy Gerstler,A Fan Letter,American Poetry Review,Gerstler
1997,James Tate,Allen Ginsberg,Is About,The New Yorker,Ginsberg
1997,James Tate,Dana Gioia,The Litany,The Hudson Review,Gioia
1997,James Tate,Elton Glaser,Smoking,Shenandoah,Glaser
1997,James Tate,Kate Gleason,After Fighting for Hours,Green Mountains Review,Gleason
1997,James Tate,Albert Goldbarth,Complete with Starry Night and Bourbon Shots,Quarterly West,Goldbarth
1997,James Tate,Jorie Graham,Thinking,The New Republic,Graham
1997,James Tate,Donald Hall,The Porcelain Couple,The New Yorker,Hall
1997,James Tate,Daniel Halpern,Her Body,Ploughshares,Halpern
1997,James Tate,Robert Hass,Interrupted Meditation,Colorado Review,Hass
1997,James Tate,Bob Hicok,Heroin,Indiana Review,Hicok
1997,James Tate,Paul Hoover,California,The New Republic,Hoover
1997,James Tate,Christine Hume,Helicopter Wrecked on a Hill,Denver Quarterly,Hume
1997,James Tate,Harry Humes,The Butterfly Effect,The Gettysburg Review,Humes
1997,James Tate,Don Hymans,Passacaglia,Colorado Review,Hymans
1997,James Tate,Lawson Fusao Inada,Making It Stick,Many Mountains Moving,Inada
1997,James Tate,Richard Jackson,"The Poem That Was Once Called ""Desperate"" But Is Now Striving to Become the Perfect Love Poem",North American Review,Jackson
1997,James Tate,Gray Jacobik,Dust Storm,Ploughshares,Jacobik
1997,James Tate,George Kalamaras,Mud,New Letters,Kalamaras
1997,James Tate,Jennifer L. Knox,The Bright Light of Responsibility,Exquisite Corpse,Knox
1997,James Tate,Philip Kobylarz,"A Bill, Posted",Poetry,Kobylarz
1997,James Tate,Yusef Komunyakaa,Jeanne Duval's Confession,Black Warrior Review,Komunyakaa
1997,James Tate,Elizabeth Kostova,Suddenly I Realized I Was Sitting,Another Chicago Magazine,Kostova
1997,James Tate,Denise Levertov,The Change,Seneca Review,Levertov
1997,James Tate,Larry Levis,Anastasia and Sandman,American Poetry Review,Levis
1997,James Tate,Matthew Lippman,Hallelujah Terrible,Seneca Review,Lippman
1997,James Tate,Beth Lisick,Empress of Sighs,Clockwatch Review,Lisick
1997,James Tate,Khaled Mattawa,Heartsong,Ploughshares,Mattawa
1997,James Tate,William Matthews,Vermin,The New Yorker,Matthews
1997,James Tate,Josip Novakovich,Shadow,Another Chicago Magazine,Novakovich
1997,James Tate,Geoffrey Nutter,"from ""A Summer Evening""",Denver Quarterly,Nutter
1997,James Tate,Catie Rosemurgy,Mostly Mick Jagger,Cream City Review,Rosemurgy
1997,James Tate,Clare Rossini,Valediction,Poetry,Rossini
1997,James Tate,Mary Ruefle,Topophilia,American Poetry Review,Ruefle
1997,James Tate,Hillel Schwartz,Recruiting Poster,Shenandoah,Schwartz
1997,James Tate,Maureen Seaton,Fiddleheads,Green Mountains Review,Seaton
1997,James Tate,Vijay Seshadri,Lifeline,The Paris Review,Seshadri
1997,James Tate,Steven Sherrill,Katyn Forest,Another Chicago Magazine,Sherrill
1997,James Tate,Charles Simic,The Something,The New Yorker,Simic
1997,James Tate,Charlie Smith,Beds,Poetry,Smith
1997,James Tate,Leon Stokesbury,Evening's End,The Kenyon Review,Stokesbury
1997,James Tate,Mark Strand,"Morning, Noon and Night",The Times Literary Supplement,Strand
1997,James Tate,Jack Turner,The Plan,Poetry,Turner
1997,James Tate,Karen Volkman,Infernal,Chelsea,Volkman
1997,James Tate,Derek Walcott,Italian Eclogues,The New York Review of Books,Walcott
1997,James Tate,Rosanna Warren,Diversion,The New Republic,Warren
1997,James Tate,Lewis Warsh,Downward Mobility,The World,Warsh
1997,James Tate,Terence Winch,Shadow Grammar,The World,Winch
1997,James Tate,Eve Wood,Recognition,Santa Monica Review,Wood
1997,James Tate,Charles Wright,Disjecta Membra,American Poetry Review,Wright
1997,James Tate,Dean Young,Frottage,The Gettysburg Review,Young
1998,John Hollander,Jonathan Aaron,Mr. Moto's Confession,The New Republic,Aaron
1998,John Hollander,Agha Shahid Ali,The Floating Post Office,The Kenyon Review,Ali
1998,John Hollander,Dick Allen,The Cove,The Hudson Review,Allen
1998,John Hollander,A. R. Ammons,Now Then,Michigan Quarterly Review,Ammons
1998,John Hollander,Daniel Anderson,A Possum's Tale,Raritan,Anderson
1998,John Hollander,James Applewhite,Botanical Garden: The Coastal Plains,The Southern Review,Applewhite
1998,John Hollander,Craig Arnold,Hot,Poetry,Arnold
1998,John Hollander,Sarah Arvio,"from ""Visits from the Seventh""",The Paris Review,Arvio
1998,John Hollander,John Ashbery,Wakefulness,The New Yorker,Ashbery
1998,John Hollander,Frank Bidart,The Second Hour of the Night,The Threepenny Review,Bidart
1998,John Hollander,Robert Bly,A Week of Poems at Bennington,AGNI,Bly
1998,John Hollander,George Bradley,In an Old Garden,The New Yorker,Bradley
1998,John Hollander,John Bricuth,"from ""Just Let me Say This About That""",Southwest Review,Bricuth
1998,John Hollander,Anne Carson,TV Men: Antigone (Scripts 1 and 2),The Paris Review,Carson
1998,John Hollander,Turner Cassity,Symbol of the Faith,Southwest Review,Cassity
1998,John Hollander,Henri Cole,Self-Portrait as Four Styles of Pompeian Wall Painting,The New Republic,Cole
1998,John Hollander,Billy Collins,Lines Composed Over Three Thousand Miles from Tintern Abbey,Poetry,Collins
1998,John Hollander,Alfred Corn,Jaffa,New England Review,Corn
1998,John Hollander,James Cummins,Echo,The Antioch Review,Cummins
1998,John Hollander,Tom Disch,What Else Is There,Poetry,Disch
1998,John Hollander,Denise Duhamel,The Difference Between Pepsi and Pope,Salt Hill,Duhamel
1998,John Hollander,Lynn Emanuel,Like God,Boston Review,Emanuel
1998,John Hollander,Irving Feldman,Movietime,The Kenyon Review,Feldman
1998,John Hollander,Emily Fragos,Apollo's Kiss,Chelsea,Fragos
1998,John Hollander,Debora Greger,Mass in B Minor,New England Review,Greger
1998,John Hollander,Allen Grossman,Weird River,Partisan Review,Grossman
1998,John Hollander,Thom Gunn,To Cupid,The New Yorker,Gunn
1998,John Hollander,Marilyn Hacker,"Again, The River",Ploughshares,Hacker
1998,John Hollander,Rachel Hadas,Pomegranate Variations,The Kenyon Review,Hadas
1998,John Hollander,Donald Hall,Letter with No Address,Ploughshares,Hall
1998,John Hollander,Joseph Harrison,The Cretonnes of Penelope,The Paris Review,Harrison
1998,John Hollander,Anthony Hecht,Rara Avis in Terris,The New Republic,Hecht
1998,John Hollander,Daryl Hine,The World Is Everything That Is the Case,Poetry,Hine
1998,John Hollander,Edward Hirsch,The Lectures on Love,The Paris Review,Hirsch
1998,John Hollander,Richard Howard,The Job Interview,The New Republic,Howard
1998,John Hollander,Andrew Hudgins,The Hanging Gardens,River Styx,Hudgins
1998,John Hollander,Mark Jarman,"The Word ""Answer""",Connecticut Review,Jarman
1998,John Hollander,Donald Justice,Stanzas on a Hidden Theme,The New Yorker,Justice
1998,John Hollander,Brigit Pegeen Kelly,The Orchard,New England Review,Kelly
1998,John Hollander,Karl Kirchwey,Roman Hours,The Yale Review,Kirchwey
1998,John Hollander,Carolyn Kizer,Second Time Around,Michigan Quarterly Review,Kizer
1998,John Hollander,Kenneth Koch,Ballade,The Yale Review,Koch
1998,John Hollander,John Koethe,The Secret Amplitude,Southwest Review,Koethe
1998,John Hollander,Rika Lesser,About Her,Poetry,Lesser
1998,John Hollander,Phillis Levin,Ontological,The New Criterion,Levin
1998,John Hollander,Philip Levine,Drum,Michigan Quarterly Review,Levine
1998,John Hollander,Rebecca McClanahan,Making Love,The Gettysburg Review,McClanahan
1998,John Hollander,J. D. McClatchy,Descartes's Dream,Southwest Review,McClatchy
1998,John Hollander,Heather McHugh,Past All Understanding,Denver Quarterly,McHugh
1998,John Hollander,Sandra McPherson,Chalk-Circle Compass,Poetry,McPherson
1998,John Hollander,W. S. Merwin,The Chinese Mountain Fox,The Yale Review,Merwin
1998,John Hollander,Robert Mezey,Joe Simpson [ 1919-1996],The New Yorker,Mezey
1998,John Hollander,A. F. Moritz,Artisan and Clerk,The Yale Review,Moritz
1998,John Hollander,Thylias Moss,The Right Empowerment of Light,Michigan Quarterly Review,Moss
1998,John Hollander,William Mullen,Enchanted Rock,The Yale Review,Mullen
1998,John Hollander,Eric Ormsby,Flamingos,The Gettysburg Review,Ormsby
1998,John Hollander,Jacqueline Osherow,Views of La Leggenda della Vera Croce,Western Humanities Review,Osherow
1998,John Hollander,Robert Pinsky,Ode to Meaning,The Threepenny Review,Pinsky
1998,John Hollander,Reynolds Price,"The Closing, the Ecstasy",Poetry,Price
1998,John Hollander,Wyatt Prunty,March,Connecticut Review,Prunty
1998,John Hollander,Stephen Sandy,"Four Corners, Vermont",The New Republic,Sandy
1998,John Hollander,Alan Shapiro,The Coat,Ploughshares,Shapiro
1998,John Hollander,Robert B. Shaw,A Geode,The Hudson Review,Shaw
1998,John Hollander,Charles Simic,Ambiguity's Wedding,Field,Simic
1998,John Hollander,Mark Strand,The View,The London Review of Books,Strand
1998,John Hollander,James Tate,Dream On,American Poetry Review,Tate
1998,John Hollander,Sidney Wade,A Calm November. Sunday in the Fields.,Denver Quarterly,Wade
1998,John Hollander,Derek Walcott,Signs,Conjunctions,Walcott
1998,John Hollander,Rosanna Warren,'Departure',The New Republic,Warren
1998,John Hollander,Rachel Wetzsteon,"from ""Home and Away""",The Paris Review,Wetzsteon
1998,John Hollander,Susan Wheeler,Shanked on the Red Bed,The New Yorker,Wheeler
1998,John Hollander,Richard Wilbur,For C.,The New Yorker,Wilbur
1998,John Hollander,C. K. Williams,The Bed,Ontario Review,Williams
1998,John Hollander,Greg Williamson,The Dark Days,The Yale Review,Williamson
1998,John Hollander,Charles Wright,"Returned to the Yaak Cabin, I Overhear an Old Greek Song",Poetry,Wright
1999,Robert Bly,Dick Allen,The Selfishness of the Poetry Reader,The Café Review,Allen
1999,Robert Bly,John Balaban,Story,Verse,Balaban
1999,Robert Bly,Coleman Barks,Bill Matthews Coming Along (1942-1997),Figdust,Barks
1999,Robert Bly,George Bilgere,Catch,The Sewanee Review,Bilgere
1999,Robert Bly,Elizabeth Bishop,Foreign-Domestic,Conjunctions,Bishop
1999,Robert Bly,Chana Bloch,Tired Sex,The Atlantic Monthly,Bloch
1999,Robert Bly,Philip Booth,"Narrow Road, Presidents' Day",American Poetry Review,Booth
1999,Robert Bly,John Brehm,Sea of Faith,The Southern Review,Brehm
1999,Robert Bly,Hayden Carruth,Because I Am,Seneca Review,Carruth
1999,Robert Bly,Lucille Clifton,the mississippi river empties into the gulf,River City,Clifton
1999,Robert Bly,Billy Collins,Dharma,Poetry,Collins
1999,Robert Bly,Robert Creeley,Mitch,Solo,Creeley
1999,Robert Bly,Lydia Davis,Betrayal,Hambone,Davis
1999,Robert Bly,Debra Kang Dean,Taproot,Crab Orchard Review,Dean
1999,Robert Bly,Chard deNiord,Pasternak,New England Review,deNiord
1999,Robert Bly,Russell Edson,Madam's Heart,The Prose Poem,Edson
1999,Robert Bly,Lawrence Ferlinghetti,A Buddha in the Woodpile,Blasts,Ferlinghetti
1999,Robert Bly,Dan Gerber,My Father's Fields,Poetry,Gerber
1999,Robert Bly,Louise Glück,Vita Nova,The New Yorker,Glück
1999,Robert Bly,Ray Gonzalez,Breastbone,The Bitter Oleander,Gonzalez
1999,Robert Bly,John Haines,The Last Election,Many Mountains Moving,Haines
1999,Robert Bly,Donald Hall,Smile,The Yale Review,Hall
1999,Robert Bly,Jennifer Michael Hecht,September,The Antioch Review,Hecht
1999,Robert Bly,Bob Hicok,What Would Freud Say?,Cream City Review,Hicok
1999,Robert Bly,Jane Hirshfield,The Envoy,Blue Sofa,Hirshfield
1999,Robert Bly,Tony Hoagland,Lawrence,Ploughshares,Hoagland
1999,Robert Bly,John Hollander,Beach Whispers,The New Yorker,Hollander
1999,Robert Bly,Amy Holman,Man Script,Literal Latte,Holman
1999,Robert Bly,David Ignatow,The Story of Progress,Verse,Ignatow
1999,Robert Bly,Gray Jacobik,The Circle Theatre,Alkali Flats,Jacobik
1999,Robert Bly,Josephine Jacobsen,Last Will and Testament,Potomac Review,Jacobsen
1999,Robert Bly,Louis Jenkins,Two Prose Poems,Rosebud,Jenkins
1999,Robert Bly,Mary Karr,The Patient,Poetry,Karr
1999,Robert Bly,X. J. Kennedy,A Curse on a Thief,Harvard Review,Kennedy
1999,Robert Bly,Galway Kinnell,Why Regret?,The New Yorker,Kinnell
1999,Robert Bly,Carolyn Kizer,The Erotic Philosophers,The Yale Review,Kizer
1999,Robert Bly,Ron Koertge,1989,Solo,Koertge
1999,Robert Bly,Yusef Komunyakaa,Scapegoat,Ontario Review,Komunyakaa
1999,Robert Bly,William Kulik,The Triumph of Narcissus and Aphrodite,Black Warrior Review,Kulik
1999,Robert Bly,James Laughlin,Nunc Dimittis,DoubleTake,Laughlin
1999,Robert Bly,Dorianne Laux,The Shipfitter's Wife,DoubleTake,Laux
1999,Robert Bly,Li-Young Lee,The Sleepless Grape,Water Stone,Lee
1999,Robert Bly,Denise Levertov,First Love,Kalliope,Levertov
1999,Robert Bly,Philip Levine,The Return,The Atlantic Monthly,Levine
1999,Robert Bly,David Mamet,A Charade,Ploughshares,Mamet
1999,Robert Bly,Gigi Marks,The Swim,Poetry,Marks
1999,Robert Bly,William Matthews,Misgivings,Poetry,Matthews
1999,Robert Bly,Wesley McNair,The Characters of Dirty Jokes,Mid-American Review,McNair
1999,Robert Bly,Czeslaw Milosz,A Ball,Partisan Review,Milosz
1999,Robert Bly,Joan Murray,"From ""Sonny's Face. Sonny's Hands""",The Southern Review,Murray
1999,Robert Bly,Sharon Olds,What It Meant,The Southern Review,Olds
1999,Robert Bly,Mary Oliver,Flare,Shenandoah,Oliver
1999,Robert Bly,Franco Pagnucci,And Now,Acorn,Pagnucci
1999,Robert Bly,Molly Peacock,Say You Love Me,Fence,Peacock
1999,Robert Bly,Alberto Ríos,Writing from Memory,Meridian,Ríos
1999,Robert Bly,David Ray,Hemingway's Garden,New Millennium Writings,Ray
1999,Robert Bly,Adrienne Rich,Seven Skins,The Progressive,Rich
1999,Robert Bly,Kay Ryan,That Will to Divest,The Yale Review,Ryan
1999,Robert Bly,Sonia Sanchez,Last recording session/for papa joe,Painted Bride Quarterly,Sanchez
1999,Robert Bly,Revan Schendler,The Public and the Private Spheres,Salmagundi,Schendler
1999,Robert Bly,Myra Shapiro,Longing and Wonder,Common Sense,Shapiro
1999,Robert Bly,Charles Simic,Barber College Haircut,AGNI,Simic
1999,Robert Bly,Louis Simpson,A Shearling Coat,The Hudson Review,Simpson
1999,Robert Bly,Thomas R. Smith,Housewarming,AGNI,Smith
1999,Robert Bly,Marcia Southwick,A Star Is Born in the Eagle Nebula,The Gettysburg Review,Southwick
1999,Robert Bly,William Stafford,Ways to Live,Cream City Review,Stafford
1999,Robert Bly,Peggy Steele,The Drunkard's Daughter,Blue Sofa,Steele
1999,Robert Bly,Ruth Stone,A Moment,Paterson Literary Review,Stone
1999,Robert Bly,Larissa Szporluk,Deer Crossing the Sea,Green Mountains Review,Szporluk
1999,Robert Bly,Diane Thiel,The Minefield,Tor House Newsletter,Thiel
1999,Robert Bly,David Wagoner,Thoreau and the Crickets,Ploughshares,Wagoner
1999,Robert Bly,Richard Wilbur,This Pleasing Anxious Being,The New Yorker,Wilbur
1999,Robert Bly,C.K. Williams,Archetypes,Ontario Review,Williams
1999,Robert Bly,Charles Wright,American Twilight,Partisan Review,Wright
1999,Robert Bly,Timothy Young,The Thread of Sunlight,The Journal of Family Life,Young
2000,Rita Dove,Kim Addonizio,Virgin Spring,Barrow Street,Addonizio
2000,Rita Dove,Pamela Alexander,Semiotics,Boston Book Review,Alexander
2000,Rita Dove,A. R. Ammons,Shot Glass,The New Yorker,Ammons
2000,Rita Dove,Julianna Baggott,Mary Todd on Her Deathbed,Quarterly West,Baggott
2000,Rita Dove,Erin Belieu,Choose Your Garden,TriQuarterly,Belieu
2000,Rita Dove,Richard Blanco,"Mango, Number 61",TriQuarterly,Blanco
2000,Rita Dove,Janet Bowdan,The Year,Denver Quarterly,Bowdan
2000,Rita Dove,Grace Butcher,Crow Is Walking,Poetry,Butcher
2000,Rita Dove,Lucille Clifton,Signs,Callaloo,Clifton
2000,Rita Dove,Billy Collins,Man Listening to Disc,The Atlantic Monthly,Collins
2000,Rita Dove,Jim Daniels,Between Periods,Crab Orchard Review,Daniels
2000,Rita Dove,Linh Dinh,The Most Beautiful Word,Xconnect,Dinh
2000,Rita Dove,Gregory Djanikian,Immigrant Picnic,Poetry,Djanikian
2000,Rita Dove,Denise Duhamel,Incest Taboo,Barrow Street,Duhamel
2000,Rita Dove,Christopher Edgar,Birthday,The Germ,Edgar
2000,Rita Dove,Karl Elder,Alpha Images,Beloit Poetry Journal,Elder
2000,Rita Dove,Lynn Emanuel,Walt. I Salute You!,Boulevard,Emanuel
2000,Rita Dove,B. H. Fairchild,Mrs. Hill,The Southern Review,Fairchild
2000,Rita Dove,Charles Fort,We Did Not Fear the Father,The Georgia Review,Fort
2000,Rita Dove,Frank X. Gaspar,Seven Roses,The Georgia Review,Gaspar
2000,Rita Dove,Elton Glaser,And in the Afternoons I Botanized,Parnassus,Glaser
2000,Rita Dove,Ray Gonzalez,For the Other World,Crab Orchard Review,Gonzalez
2000,Rita Dove,Jennifer Grotz,The Last Living Castrato,New England Review,Grotz
2000,Rita Dove,Thom Gunn,The Dump,The Threepenny Review,Gunn
2000,Rita Dove,Mark Halliday,Before,Xconnect,Halliday
2000,Rita Dove,Barbara Hamby,Ode to the Lost Luggage Warehouse at the Rome Airport,Five Points,Hamby
2000,Rita Dove,Forrest Hamer,Goldsboro Narratives,Callaloo,Hamer
2000,Rita Dove,Brenda Hillman,Air for Mercury,Boston Review,Hillman
2000,Rita Dove,Marsha Janson,Considering the Demise of Everything,Harvard Review,Janson
2000,Rita Dove,Mark Jarman,Epistle,Meridian,Jarman
2000,Rita Dove,Rodney Jones,Plea for Forgiveness,The Atlantic Monthly,Jones
2000,Rita Dove,Patricia Spears Jones,Ghosts,Crab Orchard Review,Jones
2000,Rita Dove,Donald Justice,Ralph: A Love Story,The New Criterion,Justice
2000,Rita Dove,Olena Kalytiak Davis,"Six Apologies, Lord",The Antioch Review,Davis
2000,Rita Dove,David Kirby,At the Grave of Harold Goldstein,Parnassus,Kirby
2000,Rita Dove,Carolyn Kizer,The Oration,The Threepenny Review,Kizer
2000,Rita Dove,Lynne Knight,The Muse of the Actual,The Southern Review,Knight
2000,Rita Dove,Yusef Komunyakaa,The Goddess of Quotas Laments,TriQuarterly,Komunyakaa
2000,Rita Dove,Thomas Lux,Henry Clay's Mouth,The Atlantic Monthly,Lux
2000,Rita Dove,Lynne McMahon,We Take Our Children to Ireland,The Southern Review,McMahon
2000,Rita Dove,W. S. Merwin,The Hours of Darkness,Poetry,Merwin
2000,Rita Dove,Susan Mitchell,Lost Parrot,The Atlantic Monthly,Mitchell
2000,Rita Dove,Jean Nordhaus,Aunt Lily and Frederick the Great,The Gettysburg Review,Nordhaus
2000,Rita Dove,Mary Oliver,Work,The Southern Review,Oliver
2000,Rita Dove,Michael Palmer,I Do Not,American Poetry Review,Palmer
2000,Rita Dove,Paul Perry,Paris,Callaloo,Perry
2000,Rita Dove,Carl Phillips,'All art...',Boulevard,Phillips
2000,Rita Dove,Robert Pinsky,Samurai Song,The New Yorker,Pinsky
2000,Rita Dove,Donald Platt,History & Bikinis,Shenandoah,Platt
2000,Rita Dove,Stanley Plumly,Kunitz Tending Roses,Poetry,Plumly
2000,Rita Dove,Lawrence Raab,Permanence,The Virginia Quarterly Review,Raab
2000,Rita Dove,Thomas Rabbitt,"The Beach at Falmouth Heights, Summer, 1952",Black Warrior Review,Rabbitt
2000,Rita Dove,Mary Jo Salter,Au Pair,Poetry,Salter
2000,Rita Dove,Rebecca Seiferle,Welcome to Ithaca,Partisan Review,Seiferle
2000,Rita Dove,Brenda Shaughnessy,Postfeminism,Chelsea,Shaughnessy
2000,Rita Dove,Laurie Sheck,from Black Series,Seneca Review,Sheck
2000,Rita Dove,Reginald Shepherd,Semantics at Four P.M.,American Letters & Commentary,Shepherd
2000,Rita Dove,Richard Siken,The Dislocated Room,Indiana Review,Siken
2000,Rita Dove,Cathy Song,Mother of Us All,Shenandoah,Song
2000,Rita Dove,Gary Soto,Chit-Chat with the Junior League Women,Poetry,Soto
2000,Rita Dove,Gabriel Spera,In a Field Outside the Town,Poetry,Spera
2000,Rita Dove,A. E. Stallings,Asphodel,Beloit Poetry Journal,Stallings
2000,Rita Dove,Susan Stewart,Wings,American Poetry Review,Stewart
2000,Rita Dove,Adrienne Su,The English Canon,New Letters,Su
2000,Rita Dove,Pamela Sutton,There Is a Lake of Ice on the Moon,American Poetry Review,Sutton
2000,Rita Dove,Dorothea Tanning,No Palms,The Yale Review,Tanning
2000,Rita Dove,Natasha Trethewey,Limen,New England Review,Trethewey
2000,Rita Dove,Quincy Troupe,Song,Tin House,Troupe
2000,Rita Dove,Reetika Vazirani,Rahim Multani,Meridian,Vazirani
2000,Rita Dove,Paul Violi,As I Was Telling David and Alexandra Kelley,The World,Violi
2000,Rita Dove,Derek Walcott,Pissarro at Dusk,The New Republic,Walcott
2000,Rita Dove,Richard Wilbur,Fabrications,The Yale Review,Wilbur
2000,Rita Dove,Susan Wood,Analysis of the Rose as Sentimental Despair,Ploughshares,Wood
2000,Rita Dove,John Yau,Borrowed Love Poems,Boston Review,Yau
2000,Rita Dove,Dean Young,The Infirmament,New American Writing,Young
2001,Robert Hass,Nin Andrews,Notes for a Sermon on the Mount,Another Chicago Magazine,Andrews
2001,Robert Hass,Rae Armantrout,The Plan,American Poetry Review,Armantrout
2001,Robert Hass,John Ashbery,Crossroads in the Past,The New York Review of Books,Ashbery
2001,Robert Hass,Angela Ball,Jazz,The Nebraska Review,Ball
2001,Robert Hass,Mary Jo Bang,"Crossed-Over, Fiend-Snitched, X-ed Out",New American Writing,Bang
2001,Robert Hass,Cal Bedient,When the Gods Put on Meter,Colorado Review,Bedient
2001,Robert Hass,Elizabeth Bishop,Vague Poem,The New Yorker,Bishop
2001,Robert Hass,Robert Bly,The French Generals,The Paris Review,Bly
2001,Robert Hass,Lee Ann Brown,Sonnet Around Stephanie,Verse,Brown
2001,Robert Hass,Michael Burkard,Notes About My Face,American Poetry Review,Burkard
2001,Robert Hass,Trent Busch,Heartland,The Nation,Busch
2001,Robert Hass,Amina Calil,Blouse of Felt,Faucheuse,Calil
2001,Robert Hass,Anne Carson,"Longing, a documentary",The Threepenny Review,Carson
2001,Robert Hass,Joshua Clover,Ceriserie,American Poetry Review,Clover
2001,Robert Hass,Billy Collins,Snow Day,The Atlantic Monthly,Collins
2001,Robert Hass,Robert Creeley,En Famille,Boston Book Review,Creeley
2001,Robert Hass,Lydia Davis,A Mown Lawn,McSweeney's,Davis
2001,Robert Hass,R. Erica Doyle,Ma Ramon,Callaloo,Doyle
2001,Robert Hass,Christopher Edgar,The Cloud of Unknowing,Boston Review,Edgar
2001,Robert Hass,Thomas Sayers Ellis,T.A.P.O.A.F.O.M.,AGNI,Ellis
2001,Robert Hass,Amy England,The Art of the Snake Story,Quarter After Eight,England
2001,Robert Hass,Alan Feldman,Contemporary American Poetry,Poetry,Feldman
2001,Robert Hass,James Galvin,Little Dantesque,Fence,Galvin
2001,Robert Hass,Louise Glück,Time,The New Yorker,Glück
2001,Robert Hass,Jewelle Gomez,My Chakabuku Mama: a comic tale,Callaloo,Gomez
2001,Robert Hass,Jorie Graham,Gulls,Conjunctions,Graham
2001,Robert Hass,Linda Gregerson,Waterborne,The Atlantic Monthly,Gregerson
2001,Robert Hass,Linda Gregg,"The Singers Change, The Music Goes On",AGNI,Gregg
2001,Robert Hass,Allen Grossman,Enough rain for Agnes Walquist,The Southern Review,Grossman
2001,Robert Hass,Donald Hall,Her Garden,The Times Literary Supplement,Hall
2001,Robert Hass,Anthony Hecht,Sarabande on Attaining the Age of Seventy-Seven,The New Yorker,Hecht
2001,Robert Hass,Lyn Hejinian,Nights,Conjunctions,Hejinian
2001,Robert Hass,Brenda Hillman,The Formation of Soils,The Journal,Hillman
2001,Robert Hass,Jane Hirshfield,In Praise of Coldness,Tin House,Hirshfield
2001,Robert Hass,John Hollander,What the Lovers in the Old Songs Thought,The New Republic,Hollander
2001,Robert Hass,Richard Howard,After 65,The Antioch Review,Howard
2001,Robert Hass,Fanny Howe,Doubt,Seneca Review,Howe
2001,Robert Hass,Olena Kalytiak Davis,"Sweet Reader, Flanneled and Tulled",The Paris Review,Davis
2001,Robert Hass,Shirley Kaufman,The Emperor of China,American Poetry Review,Kaufman
2001,Robert Hass,Galway Kinnell,The Quick and the Dead,The New Yorker,Kinnell
2001,Robert Hass,David Kirby,Dear Derrida,The Kenyon Review,Kirby
