annee,guest_editor,nom_poete,titre_poeme,revue,nom_famille
2013,Denise Duhamel,Connie Deanovich,Divestiture,New American Writing,Deanovich
2013,Denise Duhamel,Timothy Donnelly,Apologies from the Ground Up,A Public Space,Donnelly
2013,Denise Duhamel,Stephen Dunn,The Statue of Responsibility,The Georgia Review,Dunn
2013,Denise Duhamel,Daisy Fried,This Need Not Be a Comment on Death,American Poetry Review,Fried
2013,Denise Duhamel,Amy Gerstler,Womanishness,Court Green,Gerstler
2013,Denise Duhamel,Louise Glück,Afterword,Poetry,Glück
2013,Denise Duhamel,Beckian Fritz Goldberg,Henry's Song,Plume,Goldberg
2013,Denise Duhamel,Terrance Hayes,New Jersey Poem,The Los Angeles Review,Hayes
2013,Denise Duhamel,Rebecca Hazelton,Book of Forget,AGNI,Hazelton
2013,Denise Duhamel,Elizabeth Hazen,Thanatosis,Southwest Review,Hazen
2013,Denise Duhamel,John Hennessy,"Green Man, Blue Pill",Southwest Review,Hennessy
2013,Denise Duhamel,David Hernandez,All-American,The Southern Review,Hernandez
2013,Denise Duhamel,Tony Hoagland,Wrong Question,Fifth Wednesday Journal,Hoagland
2013,Denise Duhamel,Anna Maria Hong,A Parable,Boston Review,Hong
2013,Denise Duhamel,Major Jackson,Why I Write Poetry,Ploughshares,Jackson
2013,Denise Duhamel,Mark Jarman,George W. Bush,Five Points,Jarman
2013,Denise Duhamel,Lauren Jensen,it's hard as so much is,Mid-American Review,Jensen
2013,Denise Duhamel,A. Van Jordan,Blazing Saddles,The Virginia Quarterly Review,Jordan
2013,Denise Duhamel,Lawrence Joseph,Syria,The Nation,Joseph
2013,Denise Duhamel,Anna Journey,Wedding Night:We Share an Heirloom Tomato on Our Hotel Balcony Overlooking the Ocean in Natalie Wood Drowned,The Southern Review,Journey
2013,Denise Duhamel,Laura Kasischke,Perspective,New England Review,Kasischke
2013,Denise Duhamel,Victoria Kelly,When the Men Go Off to War,Southwest Review,Kelly
2013,Denise Duhamel,David Kirby,Pink is the Navy Blue of India,Plume,Kirby
2013,Denise Duhamel,Noelle Kocot,Aphids,Conduit,Kocot
2013,Denise Duhamel,John Koethe,Eggheads,The Virginia Quarterly Review,Koethe
2013,Denise Duhamel,Dorothea Lasky,Poem for Anne Sexting,Conduit,Lasky
2013,Denise Duhamel,Dorianne Laux,Song,River Styx,Laux
2013,Denise Duhamel,Amy Lawless,It Can Feel Amazing to Be Targeted by a Narcissist,The Common,Lawless
2013,Denise Duhamel,Amy Lemmon,I take your T-shirt to bed again . . .,Vitrine: a printed museum,Lemmon
2013,Denise Duhamel,Thomas Lux,Outline for My Memoir,American Poetry Review,Lux
2013,Denise Duhamel,Anthony Madrid,Once upon a Time,Poetry,Madrid
2013,Denise Duhamel,Sally Wen Mao,XX,Gulf Coast,Mao
2013,Denise Duhamel,Jen McClanaghan,My Lie,The New Yorker,McClanaghan
2013,Denise Duhamel,Campbell McGrath,January 17,PEN America,McGrath
2013,Denise Duhamel,Jesse Millner,In Praise of Small Gods,Gulfshore Life,Millner
2013,Denise Duhamel,D. Nurske,Psalm to Be Read with Closed Eyes,Poetry,Nurske
2013,Denise Duhamel,Ed Ochester,New Year,American Poetry Review,Ochester
2013,Denise Duhamel,Paisley Rekdal,Birthday Poem,New England Review,Rekdal
2013,Denise Duhamel,Adrienne Rich,Endpapers,Granta,Rich
2013,Denise Duhamel,Anne Marie Roonie,Lake Sonnet,Subtropics,Roonie
2013,Denise Duhamel,J. Allyn Rosser,Intro to Happiness,The Georgia Review,Rosser
2013,Denise Duhamel,Mary Ruefle,Little Golf Pencil,Ecotone,Ruefle
2013,Denise Duhamel,Maureen Seaton,Chelsea/Suicide,Columbia Poetry Review,Seaton
2013,Denise Duhamel,Tom Seibles,"Sotto Voce: Othello, Unplugged",Alaska Quarterly Review,Seibles
2013,Denise Duhamel,Vijay Seshadri,Trailing Clouds of Glory,Field,Seshadri
2013,Denise Duhamel,Peter Jay Shippy,Western Civilization,The Common,Shippy
2013,Denise Duhamel,Mitch Sisskind,Joe Adamczyk,Harpur Palate,Sisskind
2013,Denise Duhamel,Aaron Smith,What It Feels Like to Be Aaron Smith,Court Green,Smith
2013,Denise Duhamel,Stephanie Strickland,Introductions,Barrow Street,Strickland
2013,Denise Duhamel,Adrienne Su,On Writing,New England Review,Su
2013,Denise Duhamel,James Tate,The Baby,jubilat,Tate
2013,Denise Duhamel,Emma Trelles,Florida Poem,Terrain.org,Trelles
2013,Denise Duhamel,David Trinidad,"from Payton Place:A Hauku Soap Opera, season Two, 1965-1966",Carbon Copy Magazine,Trinidad
2013,Denise Duhamel,Jean Valentine,1945,Plume,Valentine
2013,Denise Duhamel,Paul Violi,Now I'll Never Be Able to Finish That Poem to Bob,Hanging Loose,Violi
2013,Denise Duhamel,David Wagoner,Casting Aspersions,The Georgia Review,Wagoner
2013,Denise Duhamel,Stacey Waite,The Kind of Man I Am at the DMV,Columbia Poetry Review,Waite
2013,Denise Duhamel,Richard Wilbur,"Sugar Maples, January",The New Yorker,Wilbur
2013,Denise Duhamel,Angela Veronica Wong,It Can Feel Amazing to Be Targeted by a Narcissist,The Common,Wong
2013,Denise Duhamel,Wendy Xu,Where the Hero Speaks to Others,MAKE,Xu
2013,Denise Duhamel,Kevin Young,Wintering,The American Scholar,Young
2013,Denise Duhamel,Matthew Zapruder,Albert Einstein,The Believer,Zapruder
2014,Terrance Hayes,Sherman Alexie,"Sonnet, with Pride",Hanging Loose,Alexie
2014,Terrance Hayes,Rae Armantrout,Control,A Public Space,Armantrout
2014,Terrance Hayes,John Ashbery,Breezeway,The New Yorker,Ashbery
2014,Terrance Hayes,Erin Belieu,With Birds,The Normal School,Belieu
2014,Terrance Hayes,Linda Bierds,On Reflection,The Atlantic Monthly,Bierds
2014,Terrance Hayes,Traci Brimhall,To Survive the Revolution,The Kenyon Review,Brimhall
2014,Terrance Hayes,Lucie Brock-Broido,"Bird, Singing",Boston Review,Brock-Broido
2014,Terrance Hayes,Jericho Brown,Host,Vinyl Poetry,Brown
2014,Terrance Hayes,Kurt Brown,Pan del Muerto,Terminus Magazine,Brown
2014,Terrance Hayes,Anne Carson,A Fragment of Ibykose Translated 6 Ways,The London Review of Books,Carson
2014,Terrance Hayes,Joseph Ceravolo,Hidden Bird,The Nation,Ceravolo
2014,Terrance Hayes,Henri Cole,City Horse,The Threepenny Review,Cole
2014,Terrance Hayes,C A Conrad,wondering about our demise while driving to Disneyland with abandon,Denver Quarterly,Conrad
2014,Terrance Hayes,Michael Earl Craig,The Helmet,jubilat,Craig
2014,Terrance Hayes,Philip Dacey,Juilliard Cento Sonnet,New Letters,Dacey
2014,Terrance Hayes,Olena Kalytiak Davis,It Is to Have or Nothing,Green Mountains Review,Davis
2014,Terrance Hayes,Kwame Dawes,News from Harlem,Hayden's Ferry Review,Dawes
2014,Terrance Hayes,Joel Dias-Porter,Elegy Indigo,Brilliant Corners,Dias-Porter
2014,Terrance Hayes,Natalie Diaz,"These Hands, if Not Gods",The Academy of American Poets Poem-a-Day,Diaz
2014,Terrance Hayes,Mark Doty,Deep Lane,Ploughshares,Doty
2014,Terrance Hayes,Sean Thomas Dougherty,The Blues Is a Verb,Spillway,Dougherty
2014,Terrance Hayes,Rita Dove,The Spring Cricket Repudiates His Parable of Negritude,Poet Lore,Dove
2014,Terrance Hayes,Camille Dungy,Conspiracy (to breathe together),American Poetry Review,Dungy
2014,Terrance Hayes,Cornelius Eady,Overturned,Terminus Magazine,Eady
2014,Terrance Hayes,Vievee Francis,Fallen,Prairie Schooner,Francis
2014,Terrance Hayes,Ross Gay,To the Fig Tree on 9th and Christian,American Poetry Review,Gay
2014,Terrance Hayes,Eugene Gloria,Liner Notes for Monk,Tongue,Gloria
2014,Terrance Hayes,Ray Gonzalez,"One El Paso, Two El Paso",Barrow Street,Gonzalez
2014,Terrance Hayes,Kathleen Graber,The River Twice,Painted Bride Quarterly,Graber
2014,Terrance Hayes,Rosemary Griggs,SCRIPT POEM,MAKE,Griggs
2014,Terrance Hayes,Adam Hammer,As Like,Pleiades,Hammer
2014,Terrance Hayes,Bob Hicok,Blue prints,The Believer,Hicok
2014,Terrance Hayes,Le Hinton,No Doubt About It (I Gotta Get Another Hat),Little Patuxent Review,Hinton
2014,Terrance Hayes,Tony Hoagland,Write Whiter,The Paris Review,Hoagland
2014,Terrance Hayes,Major Jackson,OK Cupid,Tin House,Jackson
2014,Terrance Hayes,Amaud Jamaul Johnson,L.A. Police Chier Daryl Gates Dead at 83,Crazyhorse,Johnson
2014,Terrance Hayes,Douglas Kearney,The Labor of Stagger Lee: Boar,Poetry,Kearney
2014,Terrance Hayes,Yusef Komunyakaa,Negritude,Gris-Gris,Komunyakaa
2014,Terrance Hayes,Corey Van Landingham,During the Autopsy,The Southern Review,Landingham
2014,Terrance Hayes,Hailey Leithauser,In My Past Life,Southwest Review,Leithauser
2014,Terrance Hayes,Larry Levis,Elegy with a Darkening Trapeze inside It,Blackbird,Levis
2014,Terrance Hayes,Gary Copeland Lilley,Sermon of the Dreadnaught,MiPoesias,Lilley
2014,Terrance Hayes,Frannie Lindsay,Elegy for My Mother,Field,Lindsay
2014,Terrance Hayes,Patricia Lockwood,Rape Joke,The Awl,Lockwood
2014,Terrance Hayes,Nathaniel Mackey,Oldtime Ending,Poet Lore,Mackey
2014,Terrance Hayes,Cate Marvin,An Etiquette for Eyes,Willow Springs,Marvin
2014,Terrance Hayes,Jamaal May,Masticated Light,Ploughshares,May
2014,Terrance Hayes,Shara McCallum,Parasol,The Southern Review,McCallum
2014,Terrance Hayes,Marty McConell,vivisection (you're going to break my heart),The Carolina Review,McConell
2014,Terrance Hayes,Valzhyna Mort,Sylt I,New Letters,Mort
2014,Terrance Hayes,Harryette Mullen,Selection from Tanka Diary,Harvard Review,Mullen
2014,Terrance Hayes,Eileen Myles,Paint Me a Penis,Green Mountains Review,Myles
2014,Terrance Hayes,D. Nurkse,Release from Stella Maris,Field,Nurkse
2014,Terrance Hayes,Sharon Olds,Stanley Kunitz Ode,Harvard Review,Olds
2014,Terrance Hayes,Gregory Pardlo,Wishing Well,Painted Bride Quarterly,Pardlo
2014,Terrance Hayes,Kiki Petrosino,Story Problem,The Baffler,Petrosino
2014,Terrance Hayes,D. A. Powell,See You Later.,Iowa Review,Powell
2014,Terrance Hayes,Roger Reeves,The Field Museum,The Cincinnati Review,Reeves
2014,Terrance Hayes,Donald Revell,To Shakespeare,The Literary Review,Revell
2014,Terrance Hayes,Patrick Rosal,You Cannot Go the God You Love with Your Two Legs,Gulf Coast,Rosal
2014,Terrance Hayes,Mary Ruefle,Saga,Court Green,Ruefle
2014,Terrance Hayes,Jon Sands,Decoded,Rattle,Sands
2014,Terrance Hayes,Steve Scafidi,Thank You Lord for the Dark Ablaze,ABZ:A  Poetry Magazine,Scafidi
